RecordNo,endtime,qweek,i12_health_1,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,weight,age,gender,state,household_size,employment_status,Vent_3,vac_boost_1,vac12_booster_other,vac_man_1,vac_man_2,vac_man_3,vac_man_4,vac_man_5,vac_man_6,vac_man_7,vac_man_96,vac_man_99,household_children_resp,future_1,future_2,had_covid_2,future_3
53674,25/03/2022 22:45,week 54,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Frequently,Always,Always,Always,1.018565926,64,Female,New South Wales,3,Not working,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53675,25/03/2022 22:45,week 54,Always,Always,Always,Always,Sometimes,Always,Sometimes,Rarely,Sometimes,Always,Always,Rarely,1.018565926,54,Female,New South Wales,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53676,25/03/2022 22:48,week 54,Sometimes,Always,Always,Always,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,0.921545609,29,Female,Tasmania,2,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53677,25/03/2022 22:48,week 54,Always,Frequently,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Frequently,Always,Not at all,1.050660521,60,Female,Western Australia,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53678,25/03/2022 22:50,week 54,Not at all,Sometimes,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,1.050660521,64,Female,Western Australia,2,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,No,2
53679,25/03/2022 22:52,week 54,Sometimes,Frequently,Always,Frequently,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Frequently,Sometimes,Rarely,0.714590092,47,Female,New South Wales,2,Part time employment,Sometimes,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,1,4,4,No,2
53680,25/03/2022 22:54,week 54,Always,Frequently,Always,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,0.850850104,57,Male,Western Australia,6,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53681,25/03/2022 22:59,week 54,Sometimes,Sometimes,Always,Frequently,Frequently,Always,Always,Not at all,Sometimes,Always,Frequently,Not at all,0.871396484,49,Male,Victoria,3,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53682,25/03/2022 23:09,week 54,Always,Frequently,Always,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,Always,Sometimes,Not at all,1.054126031,24,Female,Victoria,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53683,25/03/2022 23:10,week 54,Not at all,Sometimes,Always,Always,Not at all,Not at all,Always,Not at all,Frequently,Always,Sometimes,Not at all,0.871396484,49,Male,Victoria,5,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3 – About the same,3 – About the same,No,5 - A lot more of an impact
53684,25/03/2022 23:15,week 54,Frequently,Frequently,Always,Sometimes,Frequently,Not at all,Always,Rarely,Sometimes,Sometimes,Sometimes,Frequently,0.810943348,18,Female,New South Wales,5,Not working,Sometimes,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
53685,25/03/2022 23:21,week 54,Frequently,Sometimes,Always,Frequently,Not at all,Not at all,Rarely,Not at all,Not at all,Rarely,Rarely,Not at all,0.871396484,35,Male,Victoria,2,Full time employment,Rarely,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,Yes,2
53686,25/03/2022 23:26,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.880970595,37,Male,Queensland,4,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53687,25/03/2022 23:26,week 54,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,1.018565926,51,Female,New South Wales,2,Not working,Frequently, ,__NA__,Yes,No,Yes,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53688,25/03/2022 23:28,week 54,Always,Always,Always,Frequently,Frequently,Rarely,Frequently,Frequently,Always,Frequently,Frequently,Frequently,0.871396484,38,Male,Victoria,3,Full time employment,Sometimes,No,__NA__,Yes,No,No,No,No,No,No,No,No,1,4,4,Yes,2
53689,25/03/2022 23:30,week 54,Always,Sometimes,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,1.638891934,22,Female,Western Australia,3,Unemployed,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
53690,25/03/2022 23:33,week 54,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Frequently,Not at all,0.871396484,43,Male,Victoria,4,Full time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53691,25/03/2022 23:35,week 54,Frequently,Frequently,Always,Always,Frequently,Always,Always,Rarely,Rarely,Always,Frequently,Frequently,1.051306004,36,Male,Victoria,5,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,3,3 – About the same,3 – About the same,No,3 – About the same
53692,25/03/2022 23:41,week 54,Frequently,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.103762522,28,Male,Victoria,2,Unemployed,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,4,4,No,3 – About the same
53693,25/03/2022 23:42,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.81415777,42,Male,Western Australia,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,3 – About the same,No,3 – About the same
53694,26/03/2022 11:27,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.969339937,52,Female,Victoria,Prefer not to say,Full time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,Prefer not to say,1 – A lot less impact,1 – A lot less impact, ,1 – A lot less impact
53695,28/03/2022 00:44,week 54,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,0.653943707,48,Female,South Australia,1,Retired,Always,No,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,4,No,3 – About the same
53696,25/03/2022 23:47,week 54,Frequently,Always,Always,Always,Sometimes,Sometimes,Always,Frequently,Always,Always,Sometimes,Sometimes,0.714590092,43,Female,New South Wales,4,Part time employment,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,2,2,No,2
53697,25/03/2022 23:54,week 54,Always,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Frequently,Always,Always,Sometimes,1.132687324,29,Female,Western Australia,3,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Don't know,3 – About the same,3 – About the same,No,3 – About the same
53698,25/03/2022 23:54,week 54,Always,Frequently,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.982903189,23,Female,Northern Territory,2,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,1 – A lot less impact,3 – About the same, ,3 – About the same
53699,25/03/2022 23:56,week 54,Always,Sometimes,Always,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Always,Rarely,1.107123592,27,Male,Western Australia,4,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53700,25/03/2022 23:58,week 54,Not at all,Rarely,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.874049975,48,Male,Western Australia,5,Full time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,1,2,1 – A lot less impact,No,1 – A lot less impact
53701,26/03/2022 00:00,week 54,Not at all,Sometimes,Always,Not at all,Sometimes,Not at all,Always,Not at all,Not at all,Frequently,Frequently,Not at all,1.209158351,32,Male,Queensland,2,Full time employment,Not at all,Yes,__NA__,No,No,No,No,No,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53702,26/03/2022 00:07,week 54,Always,Always,Always,Always,Rarely,Sometimes,Always,Rarely,Rarely,Rarely,Frequently,Not at all,0.735707333,25,Female,South Australia,1,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,4,No,1 – A lot less impact
53703,26/03/2022 00:07,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.892158875,39,Male,New South Wales,4,Full time employment,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53704,26/03/2022 00:14,week 54,Frequently,Frequently,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Sometimes,1.051306004,38,Male,Victoria,3,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53705,26/03/2022 00:17,week 54,Always,Frequently,Always,Always,Sometimes,Sometimes,Always,Frequently,Always,Always,Frequently,Rarely,0.714590092,41,Female,New South Wales,1,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,4,No,2
53706,26/03/2022 00:20,week 54,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Always,Frequently,Frequently,1.054126031,20,Female,Victoria,4,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,4,3 – About the same,Yes,4
53707,26/03/2022 00:23,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.880970595,37,Male,Queensland,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,1,5 - A lot more of an impact,5 - A lot more of an impact,Yes,5 - A lot more of an impact
53708,26/03/2022 00:27,week 54,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,1.107657713,22,Female,New South Wales,6,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Prefer not to say,3 – About the same,3 – About the same,Yes,2
53709,26/03/2022 00:29,week 54,Always,Sometimes,Always,Not at all,Always,Sometimes,Always,Not at all,Not at all,Always,Always,Not at all,0.735707333,27,Female,South Australia,2,Not working,Frequently,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53710,26/03/2022 00:33,week 54,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Always,Always,Always,Always,Sometimes,Sometimes,1.103762522,34,Male,Victoria,1,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53711,26/03/2022 00:38,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.985314419,37,Male,New South Wales,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53712,26/03/2022 00:38,week 54,Frequently,Always,Always,Always,Sometimes,Frequently,Frequently,Sometimes,Frequently,Always,Sometimes,Always,0.820581761,19,Female,Queensland,Prefer not to say,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,Prefer not to say,3 – About the same,2,No,1 – A lot less impact
53713,26/03/2022 00:42,week 54,Sometimes,Not at all,Not at all,Rarely,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Rarely,1.103762522,32,Male,Victoria,2,Full time employment,Frequently,No,__NA__,No,No,Yes,No,No,No,No,No,No,0,5 - A lot more of an impact,4,No,3 – About the same
53714,26/03/2022 18:13,week 54,Always,Frequently,Always,Frequently,Sometimes,Frequently,Rarely,Frequently,Frequently,Frequently,Always,Frequently,1.248057742,32,Male,New South Wales,3,Full time employment,Always,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,1,3 – About the same,2,No,5 - A lot more of an impact
53715,26/03/2022 00:46,week 54,Always,Always,Always,Frequently,Not at all,Sometimes,Rarely,Frequently,Frequently,Frequently,Frequently,Not at all,1.107123592,32,Male,Western Australia,4,Part time employment,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53716,26/03/2022 00:58,week 54,Frequently,Rarely,Always,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,0.714590092,46,Female,New South Wales,3,Part time employment,Sometimes,No,Mental state / feel resistant but not sure why,Yes,Yes,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,2
53717,26/03/2022 01:08,week 54,Always,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,1.132687324,32,Female,Western Australia,2,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53718,26/03/2022 01:18,week 54,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Always,Always,Always,Frequently,Frequently,1.103762522,29,Male,Victoria,4,Unemployed,Always,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,3 – About the same
53719,26/03/2022 01:25,week 54,Sometimes,Sometimes,Always,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,0.880970595,48,Male,Queensland,1,Part time employment,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53720,26/03/2022 01:25,week 54,Frequently,Frequently,Always,Sometimes,Rarely,Frequently,Rarely,Rarely,Sometimes,Frequently,Sometimes,Rarely,0.714590092,45,Female,New South Wales,3,Full time employment,Rarely,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,No,3 – About the same
53721,26/03/2022 01:26,week 54,Frequently,Always,Frequently,Frequently,Sometimes,Rarely,Frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,0.892158875,45,Male,New South Wales,4,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53722,26/03/2022 01:34,week 54,Frequently,Rarely,Always,Rarely,Frequently,Always,Always,Not at all,Frequently,Frequently,Always,Not at all,0.703663666,30,Male,South Australia,1,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,5 - A lot more of an impact,Yes,5 - A lot more of an impact
53723,26/03/2022 01:40,week 54,Rarely,Always,Always,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.880970595,49,Male,Queensland,1,Full time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53724,26/03/2022 01:45,week 54,Always,Always,Always,Sometimes,Sometimes,Always,Always,Frequently,Always,Always,Sometimes,Sometimes,1.142559552,23,Female,Western Australia,3,Full time employment,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,Yes,2
53725,26/03/2022 01:56,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.892158875,36,Male,New South Wales,3,Not working,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,4,No,4
53726,26/03/2022 01:57,week 54,Sometimes,Sometimes,Always,Frequently,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,0.820581761,21,Female,Queensland,3,Unemployed,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53727,26/03/2022 02:00,week 54,Always,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,Always,Always,Sometimes,1.682472258,20,Male,Queensland,2,Not working,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,4,No,3 – About the same
53728,26/03/2022 02:03,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.880970595,42,Male,Queensland,1,Full time employment,Sometimes,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53729,26/03/2022 02:25,week 54,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,Always,Always,Not at all,0.810943348,19,Female,New South Wales,2,Full time employment,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,2,No,5 - A lot more of an impact
53730,26/03/2022 02:37,week 54,Not at all,Always,Always,Frequently,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Sometimes,Not at all,0.866118308,42,Female,Northern Territory,4,Part time employment,Rarely,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,1 – A lot less impact
53731,26/03/2022 02:43,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Rarely,0.921640186,32,Female,Victoria,3,Part time employment,Sometimes,No,__NA__,No,No,Yes,No,No,No,No,No,No,0,3 – About the same,4,No,2
53732,26/03/2022 02:44,week 54,Rarely,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.103762522,34,Male,Victoria,1,Unemployed,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53733,26/03/2022 02:47,week 54,Sometimes,Frequently,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Always,Always,Frequently,1.703839568,22,Male,New South Wales,2,Not working,Frequently,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,2,2, ,2
53734,26/03/2022 02:59,week 54,Always,Always,Frequently,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Always,Frequently,Always,Frequently,1.664187679,22,Male,Victoria,5,Retired,Frequently,No,__NA__,No,No,No,No,Yes,No,No,No,No,Prefer not to say,5 - A lot more of an impact,4,No,2
